,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,treatment_protocol_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,description.1,data_processing,data_processing.1,platform_id,contact_name,contact_email,contact_department,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,supplementary_file,supplementary_file.1,data_row_count,relation,material:ch1,methylation class:ch1,tissue:ch1,gender,sex
GSM2403099,"GBM, MES, sample 246 [reference set]",GSM2403099,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, MES",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403099/suppl/GSM2403099_6229017111_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403099/suppl/GSM2403099_6229017111_R01C01_Red.idat.gz,0,,Frozen,"GBM, MES",NA,F,2
GSM2403100,"GBM, RTK II, sample 247 [reference set]",GSM2403100,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK II",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403100/suppl/GSM2403100_6229017103_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403100/suppl/GSM2403100_6229017103_R05C01_Red.idat.gz,0,,Frozen,"GBM, RTK II",NA,M,1
GSM2403101,"GBM, RTK II, sample 248 [reference set]",GSM2403101,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK II",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403101/suppl/GSM2403101_6229017111_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403101/suppl/GSM2403101_6229017111_R04C01_Red.idat.gz,0,,Frozen,"GBM, RTK II",NA,F,2
GSM2403102,"GBM, RTK II, sample 249 [reference set]",GSM2403102,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK II",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403102/suppl/GSM2403102_6229017111_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403102/suppl/GSM2403102_6229017111_R05C01_Red.idat.gz,0,,Frozen,"GBM, RTK II",NA,F,2
GSM2403103,"GBM, RTK II, sample 250 [reference set]",GSM2403103,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK II",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403103/suppl/GSM2403103_6929793058_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403103/suppl/GSM2403103_6929793058_R01C01_Red.idat.gz,0,,Frozen,"GBM, RTK II",NA,F,2
GSM2403104,"GBM, RTK II, sample 251 [reference set]",GSM2403104,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK II",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403104/suppl/GSM2403104_6929793058_R02C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403104/suppl/GSM2403104_6929793058_R02C01_Red.idat.gz,0,,Frozen,"GBM, RTK II",NA,M,1
GSM2403105,"GBM, MES, sample 252 [reference set]",GSM2403105,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, MES",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403105/suppl/GSM2403105_6969568010_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403105/suppl/GSM2403105_6969568010_R04C01_Red.idat.gz,0,,Frozen,"GBM, MES",NA,M,1
GSM2403106,"GBM, MES, sample 253 [reference set]",GSM2403106,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, MES",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403106/suppl/GSM2403106_6969568010_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403106/suppl/GSM2403106_6969568010_R01C01_Red.idat.gz,0,,Frozen,"GBM, MES",NA,M,1
GSM2403107,"GBM, RTK II, sample 254 [reference set]",GSM2403107,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK II",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403107/suppl/GSM2403107_6969568010_R02C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403107/suppl/GSM2403107_6969568010_R02C01_Red.idat.gz,0,,Frozen,"GBM, RTK II",NA,M,1
GSM2403108,"GBM, RTK II, sample 255 [reference set]",GSM2403108,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK II",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403108/suppl/GSM2403108_6969568010_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403108/suppl/GSM2403108_6969568010_R03C01_Red.idat.gz,0,,Frozen,"GBM, RTK II",NA,F,2
GSM2403109,"GBM, RTK II, sample 256 [reference set]",GSM2403109,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK II",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403109/suppl/GSM2403109_6969568010_R05C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403109/suppl/GSM2403109_6969568010_R05C02_Red.idat.gz,0,,Frozen,"GBM, RTK II",NA,F,2
GSM2403110,"GBM, RTK I, sample 257 [reference set]",GSM2403110,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK I",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403110/suppl/GSM2403110_6969568010_R02C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403110/suppl/GSM2403110_6969568010_R02C02_Red.idat.gz,0,,Frozen,"GBM, RTK I",NA,M,1
GSM2403111,"GBM, RTK II, sample 258 [reference set]",GSM2403111,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK II",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403111/suppl/GSM2403111_6969568010_R04C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403111/suppl/GSM2403111_6969568010_R04C02_Red.idat.gz,0,,Frozen,"GBM, RTK II",NA,F,2
GSM2403113,"GBM, G34, sample 260 [reference set]",GSM2403113,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, G34",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403113/suppl/GSM2403113_6969568103_R03C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403113/suppl/GSM2403113_6969568103_R03C02_Red.idat.gz,0,,Frozen,"GBM, G34",NA,F,2
GSM2403114,"GBM, G34, sample 261 [reference set]",GSM2403114,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, G34",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403114/suppl/GSM2403114_6969568103_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403114/suppl/GSM2403114_6969568103_R06C01_Red.idat.gz,0,,Frozen,"GBM, G34",NA,F,2
GSM2403116,"GBM, G34, sample 263 [reference set]",GSM2403116,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, G34",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403116/suppl/GSM2403116_6969568103_R02C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403116/suppl/GSM2403116_6969568103_R02C02_Red.idat.gz,0,,Frozen,"GBM, G34",NA,F,2
GSM2403118,"GBM, G34, sample 265 [reference set]",GSM2403118,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, G34",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403118/suppl/GSM2403118_6969568103_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403118/suppl/GSM2403118_6969568103_R05C01_Red.idat.gz,0,,Frozen,"GBM, G34",NA,M,1
GSM2403120,"GBM, RTK II, sample 267 [reference set]",GSM2403120,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK II",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403120/suppl/GSM2403120_6285641004_R02C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403120/suppl/GSM2403120_6285641004_R02C02_Red.idat.gz,0,,FFPE,"GBM, RTK II",NA,F,2
GSM2403121,"GBM, RTK II, sample 268 [reference set]",GSM2403121,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK II",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403121/suppl/GSM2403121_6285641004_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403121/suppl/GSM2403121_6285641004_R05C01_Red.idat.gz,0,,FFPE,"GBM, RTK II",NA,M,1
GSM2403122,"GBM, RTK II, sample 269 [reference set]",GSM2403122,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK II",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403122/suppl/GSM2403122_6285641005_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403122/suppl/GSM2403122_6285641005_R05C01_Red.idat.gz,0,,FFPE,"GBM, RTK II",NA,M,1
